"","spp","samples","var","scale","AICc","delta","df"
"pgra300","epfu","60","pgra","300",269.094321648008,0,3
"pgra330","epfu","60","pgra","330",269.126450576548,0.0321,3
"pgra210","epfu","60","pgra","210",269.161908595974,0.0676,3
"pgra240","epfu","60","pgra","240",269.213765770096,0.1194,3
"pgra180","epfu","60","pgra","180",269.338415419378,0.2441,3
"pgra270","epfu","60","pgra","270",269.345197537561,0.2509,3
"pgra360","epfu","60","pgra","360",269.432909636708,0.3386,3
"pgra150","epfu","60","pgra","150",269.69385885022,0.5995,3
"pgra060","epfu","60","pgra","060",270.401854493469,1.3075,3
"pgra120","epfu","60","pgra","120",270.438534647622,1.3442,3
"pgra090","epfu","60","pgra","090",270.662294077971,1.568,3
