"","spp","samples","var","scale","AICc","delta","df"
"bldg060","myse","1","bldg","060",58.4754833596419,0,3
"bldg330","myse","1","bldg","330",60.9578809570038,2.4824,3
"bldg360","myse","1","bldg","360",61.0431041026458,2.5676,3
"bldg300","myse","1","bldg","300",62.1426277463832,3.6671,3
"bldg120","myse","1","bldg","120",62.2738121670615,3.7983,3
"bldg090","myse","1","bldg","090",62.6385675476088,4.1631,3
"bldg150","myse","1","bldg","150",63.4414071679926,4.9659,3
"bldg270","myse","1","bldg","270",63.6110183332119,5.1355,3
"bldg240","myse","1","bldg","240",64.1067551564178,5.6313,3
"bldg180","myse","1","bldg","180",64.76051984746,6.285,3
"bldg210","myse","1","bldg","210",64.8283352967859,6.3529,3
