"","spp","samples","var","scale","AICc","delta","df"
"bldg360","epfu","80","bldg","360",283.514349175474,0,3
"bldg330","epfu","80","bldg","330",283.880868479702,0.3665,3
"bldg300","epfu","80","bldg","300",284.200071868906,0.6857,3
"bldg270","epfu","80","bldg","270",284.736342684747,1.222,3
"bldg240","epfu","80","bldg","240",285.148975193209,1.6346,3
"bldg210","epfu","80","bldg","210",285.646084307981,2.1317,3
"bldg180","epfu","80","bldg","180",285.951838644645,2.4375,3
"bldg060","epfu","80","bldg","060",286.122538378138,2.6082,3
"bldg150","epfu","80","bldg","150",286.170412444369,2.6561,3
"bldg090","epfu","80","bldg","090",286.172334518051,2.658,3
"bldg120","epfu","80","bldg","120",286.186235992924,2.6719,3
